study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category,anomaly_score,is_anomaly,high_risk_rate,issue_rate,cluster_id,cluster_probability,cluster_name
Study_21,Site 1529,POL,EMEA,3,0.1388888888888889,0.2333333333333333,0.1228519132638665,2,0.6666666666666666,2,0,2,4,0,0,0,0,0,0,0,0,0,High,0.0,False,0.6666666666666666,0.6666666666666666,9,0.9974362930063847,Safety Concerns
Study_21,Site 153,NLD,EMEA,58,0.0347701149425287,0.1833333333333333,0.0724995451191363,11,0.1896551724137931,11,0,11,11,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.1896551724137931,0.1896551724137931,9,0.8268329842154862,Safety Concerns
Study_21,Site 1530,POL,EMEA,9,0.0203703703703703,0.1833333333333333,0.0611111111111111,1,0.1111111111111111,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.1111111111111111,0.1111111111111111,9,0.9996527506476157,Safety Concerns
Study_21,Site 1531,POL,EMEA,39,0.0294871794871794,0.2333333333333333,0.0704477678085244,6,0.1538461538461538,6,0,6,7,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.15384615384615385,0.15384615384615385,9,0.9964129738272868,Safety Concerns
Study_21,Site 1532,POL,EMEA,20,0.0483333333333333,0.2333333333333333,0.0865011915545148,5,0.25,5,0,5,6,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.25,0.25,9,0.9996516318935629,Safety Concerns
Study_21,Site 1533,POL,EMEA,37,0.0216456541227183,0.22717125382263,0.0633253204395617,6,0.1621621621621621,4,0,4,4,0,0,0,0,0,0,1,0,1,Low,1.1,True,0.10810810810810811,0.10810810810810811,9,0.9978677210192919,Safety Concerns
Study_21,Site 1534,ROU,EMEA,27,0.0135802469135802,0.1833333333333333,0.0489280469959988,2,0.074074074074074,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.07407407407407407,0.07407407407407407,9,0.9993235532742002,Safety Concerns
Study_21,Site 1535,ROU,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_21,Site 1536,ROU,EMEA,8,0.0520833333333333,0.2333333333333333,0.0973610120462327,2,0.25,2,0,2,3,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.25,0.25,9,0.999702571793177,Safety Concerns
Study_21,Site 1537,ROU,EMEA,29,0.0126436781609195,0.1833333333333333,0.0472781310425533,2,0.0689655172413793,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.06896551724137931,0.06896551724137931,9,0.9992165272951766,Safety Concerns
Study_21,Site 1538,ROU,EMEA,37,0.0099099099099099,0.1833333333333333,0.0420279631081063,2,0.054054054054054,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.05405405405405406,0.05405405405405406,9,0.9981781086625114,Safety Concerns
Study_21,Site 1539,ROU,EMEA,34,0.0284313725490196,0.2333333333333333,0.0699361675967904,5,0.1470588235294117,5,0,5,6,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.14705882352941177,0.14705882352941177,9,0.998356748828357,Safety Concerns
Study_21,Site 154,NLD,EMEA,42,0.0404761904761904,0.2333333333333333,0.0787902138165879,9,0.2142857142857142,9,0,9,10,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.21428571428571427,0.21428571428571427,9,0.9945266001775839,Safety Concerns
Study_21,Site 1540,ROU,EMEA,23,0.0318840579710145,0.1833333333333333,0.0710514544449581,4,0.1739130434782608,4,0,4,4,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.17391304347826086,0.17391304347826086,9,0.9993964161390614,Safety Concerns
Study_21,Site 1541,ROU,EMEA,47,0.0716209628275441,0.343528336380256,0.1129182069440346,31,0.6595744680851063,7,8,15,7,0,12,0,0,336,0,0,0,0,Medium,1.02,True,0.14893617021276595,0.3191489361702128,7,0.9999999998796731,Safety Concerns
Study_21,Site 1542,ROU,EMEA,28,0.0278206886045094,0.2333333333333333,0.0699281402752365,5,0.1785714285714285,3,1,4,5,0,1,0,0,20,0,0,0,0,Low,0.825,True,0.10714285714285714,0.14285714285714285,1,0.9423475449195529,Safety Concerns
Study_21,Site 1543,ROU,EMEA,27,0.0135802469135802,0.1833333333333333,0.0489280469959988,2,0.074074074074074,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.07407407407407407,0.07407407407407407,9,0.9993235532742002,Safety Concerns
Study_21,Site 1544,ROU,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_21,Site 1545,ROU,EMEA,31,0.0411158616893711,0.1833333333333333,0.0774043487449483,8,0.2580645161290322,6,1,7,6,0,1,0,0,8,0,0,0,0,Low,0.825,True,0.1935483870967742,0.22580645161290322,1,0.9504902100011322,Safety Concerns
Study_21,Site 1546,ROU,EMEA,40,0.03578125,0.2333333333333333,0.0756804329637629,9,0.225,7,1,8,9,0,0,0,0,0,0,0,2,0,Low,0.825,True,0.175,0.2,1,0.9892679000572718,Safety Concerns
Study_21,Site 1547,ROU,EMEA,67,0.0431916107535715,0.2333333333333333,0.0815419096315609,16,0.2388059701492537,15,0,15,17,0,0,0,0,0,0,1,0,0,Low,0.75,True,0.22388059701492538,0.22388059701492538,1,0.773279376172353,Safety Concerns
Study_21,Site 1548,ROU,EMEA,13,0.0282051282051282,0.1833333333333333,0.0688478648182243,2,0.1538461538461538,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.15384615384615385,0.15384615384615385,9,0.9995943723543675,Safety Concerns
Study_21,Site 1549,ROU,EMEA,6,0.0590503757871216,0.177151127361365,0.0914804488043247,4,0.6666666666666666,0,2,2,0,0,2,0,0,30,0,0,0,0,Medium,0.0,False,0.0,0.3333333333333333,5,0.9999233330274659,Data Laggards
Study_21,Site 155,NLD,EMEA,42,0.019563492063492,0.1833333333333333,0.0554741321632847,5,0.119047619047619,4,1,5,4,0,0,1,0,0,0,0,0,0,Low,1.1,True,0.09523809523809523,0.11904761904761904,1,0.9932195213169202,Safety Concerns
Study_21,Site 1550,ROU,EMEA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999918145214819,High Performers
Study_21,Site 1551,ROU,EMEA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_21,Site 1552,ROU,EMEA,21,0.0658730158730158,0.2333333333333333,0.0963898609346713,7,0.3333333333333333,7,0,7,9,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3333333333333333,0.3333333333333333,9,0.999790384437649,Safety Concerns
Study_21,Site 1553,SVN,EMEA,32,0.0148853238307434,0.2333333333333333,0.0520816782837367,4,0.125,1,2,3,11,0,1,0,0,27,0,0,1,0,Low,0.825,True,0.03125,0.09375,1,0.965925889618664,Safety Concerns
Study_21,Site 1554,SVN,EMEA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_21,Site 1555,SVN,EMEA,11,0.1074588665447897,0.2416666666666666,0.1046539395759726,12,1.0909090909090908,0,6,6,0,0,7,0,0,353,0,0,0,0,Medium,1.0,True,0.0,0.5454545454545454,8,0.9536174187725008,Safety Concerns
Study_21,Site 1556,SVN,EMEA,25,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999308965734737,High Performers
Study_21,Site 1557,SVN,EMEA,22,0.0214528600222407,0.2197916666666667,0.0603691787790394,4,0.1818181818181818,2,1,3,2,0,0,0,0,0,0,1,1,0,Low,0.0,False,0.09090909090909091,0.13636363636363635,1,0.9141711187029637,Safety Concerns
Study_21,Site 1558,ZAF,EMEA,25,0.0146666666666666,0.1833333333333333,0.0507627013844993,2,0.08,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.08,0.08,9,0.9994018203958309,Safety Concerns
Study_21,Site 1559,ZAF,EMEA,52,0.0211538461538461,0.1833333333333333,0.0591437988225765,6,0.1153846153846153,6,0,6,6,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.11538461538461539,0.11538461538461539,9,0.9568610287014547,Safety Concerns
Study_21,Site 156,NLD,EMEA,29,0.0546551724137931,0.2516666666666667,0.0911863817264947,9,0.3103448275862069,8,0,8,9,0,0,2,0,0,0,0,0,0,Medium,0.825,True,0.27586206896551724,0.27586206896551724,9,0.9995113697473343,Safety Concerns
Study_21,Site 1560,ZAF,EMEA,35,0.0888571428571428,0.2916666666666667,0.1003838803595531,18,0.5142857142857142,16,0,16,16,1,0,2,0,0,0,0,0,0,Medium,0.9,True,0.45714285714285713,0.45714285714285713,9,0.9999274549468131,Safety Concerns
Study_21,Site 1561,ZAF,EMEA,39,0.0468594040531883,0.1833333333333333,0.0808468098541678,11,0.282051282051282,9,1,10,9,0,1,0,0,16,0,0,0,0,Medium,0.825,True,0.23076923076923078,0.2564102564102564,1,0.9835481667188923,Safety Concerns
Study_21,Site 1562,ZAF,EMEA,44,0.0291666666666666,0.1833333333333333,0.0678313953211525,7,0.1590909090909091,7,0,7,7,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.1590909090909091,0.1590909090909091,9,0.9912075703986143,Safety Concerns
Study_21,Site 1563,ZAF,EMEA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_21,Site 1564,ZAF,EMEA,9,0.0203703703703703,0.1833333333333333,0.0611111111111111,1,0.1111111111111111,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.1111111111111111,0.1111111111111111,9,0.9996527506476157,Safety Concerns
Study_21,Site 1565,ZAF,EMEA,21,0.0359385972548678,0.3380438756855576,0.0935964687417396,5,0.238095238095238,3,0,3,5,0,1,0,0,22,0,0,0,0,Low,0.825,True,0.14285714285714285,0.14285714285714285,9,0.998955725318936,Safety Concerns
Study_21,Site 1566,ZAF,EMEA,15,0.0488888888888888,0.1833333333333333,0.0839185798397949,4,0.2666666666666666,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.26666666666666666,0.26666666666666666,9,0.9997203899529032,Safety Concerns
Study_21,Site 1567,ZAF,EMEA,25,0.0352877513711151,0.3321937842778794,0.086615868620558,6,0.24,4,0,4,4,0,1,0,0,6,0,0,0,0,Low,1.1,True,0.16,0.16,9,0.9995715708174668,Safety Concerns
Study_21,Site 1568,ZAF,EMEA,31,0.0118279569892473,0.1833333333333333,0.045784023654363,2,0.064516129032258,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.06451612903225806,0.06451612903225806,9,0.9990694551661891,Safety Concerns
Study_21,Site 1569,ZAF,EMEA,11,0.0333333333333333,0.1833333333333333,0.0741619848709566,2,0.1818181818181818,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.18181818181818182,0.18181818181818182,9,0.9996252401648337,Safety Concerns
Study_21,Site 157,NLD,EMEA,72,0.0293910256410256,0.2333333333333333,0.068258890411669,12,0.1666666666666666,11,1,12,27,0,0,0,0,0,0,0,0,3,Low,0.825,True,0.1527777777777778,0.16666666666666666,1,0.9964359600755487,Safety Concerns
Study_21,Site 1570,ZAF,EMEA,4,0.1375,0.1833333333333333,0.0916666666666666,3,0.75,3,0,3,3,0,0,0,0,0,0,0,0,0,High,0.0,False,0.75,0.75,9,0.9999727755836045,Safety Concerns
Study_21,Site 1571,ZAF,EMEA,28,0.0196428571428571,0.1833333333333333,0.0577445722652986,3,0.1071428571428571,3,0,3,3,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.10714285714285714,0.10714285714285714,9,0.9991409459163125,Safety Concerns
Study_21,Site 1572,ZAF,EMEA,44,0.0548524912587412,0.1833333333333333,0.0818072978625698,15,0.3409090909090909,12,3,15,12,0,0,4,0,0,0,0,1,1,Medium,0.825,True,0.2727272727272727,0.3409090909090909,7,0.6072899400527172,Safety Concerns
Study_21,Site 1573,ZAF,EMEA,41,0.045680894308943,0.2229166666666666,0.0816448608269865,11,0.2682926829268293,10,0,10,10,0,0,0,0,0,0,0,2,0,Low,0.825,True,0.24390243902439024,0.24390243902439024,9,0.9962404979406287,Safety Concerns
Study_21,Site 1574,ZAF,EMEA,8,0.0916666666666666,0.1833333333333333,0.0979957887012222,4,0.5,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.5,0.5,9,0.9999666606398462,Safety Concerns
Study_21,Site 1575,KOR,ASIA,14,0.0523809523809523,0.1833333333333333,0.0859479923387241,4,0.2857142857142857,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.2857142857142857,0.2857142857142857,9,0.9997612970762094,Safety Concerns
Study_21,Site 1576,KOR,ASIA,15,0.0366666666666666,0.1833333333333333,0.0759072115276589,3,0.2,3,0,3,3,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.2,0.2,9,0.9996032320881126,Safety Concerns
Study_21,Site 1577,KOR,ASIA,12,0.0458333333333333,0.1833333333333333,0.082915619758885,3,0.25,3,0,3,3,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.25,0.25,9,0.9997070486102086,Safety Concerns
Study_21,Site 1578,KOR,ASIA,18,0.0611111111111111,0.1833333333333333,0.0889297291799887,6,0.3333333333333333,6,0,6,6,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3333333333333333,0.3333333333333333,9,0.9998367296078178,Safety Concerns
Study_21,Site 1579,KOR,ASIA,36,0.0505190282025144,0.3520183486238532,0.0927250323849731,11,0.3055555555555556,9,0,9,9,1,0,0,0,0,0,4,0,0,Medium,1.1,True,0.25,0.25,9,0.9987512713313279,Safety Concerns
Study_21,Site 158,NLD,EMEA,42,0.033163648762369,0.2333333333333333,0.0756017589108694,8,0.1904761904761904,6,1,7,8,0,1,0,0,58,0,0,0,0,Low,0.825,True,0.14285714285714285,0.16666666666666666,1,0.9917740973949336,Safety Concerns
Study_21,Site 1580,KOR,ASIA,39,0.0188888888888888,0.2466666666666666,0.0583462809356803,5,0.1282051282051282,3,1,4,3,0,1,1,0,0,0,0,0,0,Low,1.1,True,0.07692307692307693,0.10256410256410256,1,0.9903764659774322,Safety Concerns
Study_21,Site 1581,KOR,ASIA,12,0.0305555555555555,0.1833333333333333,0.0713624032148062,2,0.1666666666666666,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.16666666666666666,0.16666666666666666,9,0.9996076913998571,Safety Concerns
Study_21,Site 1582,KOR,ASIA,38,0.0162852084339288,0.1833333333333333,0.050802768627639,4,0.1052631578947368,3,1,4,3,0,0,0,0,0,0,1,0,0,Low,1.1,True,0.07894736842105263,0.10526315789473684,1,0.9842736206334832,Safety Concerns
Study_21,Site 1583,KOR,ASIA,27,0.0178458733403693,0.2491627392113782,0.0643372386825974,5,0.1851851851851851,2,0,2,1,0,1,0,0,77,0,4,0,0,Low,0.0,False,0.07407407407407407,0.07407407407407407,9,0.9996714829548203,Safety Concerns
Study_21,Site 1584,KOR,ASIA,18,0.0101851851851851,0.1833333333333333,0.0432120810725112,1,0.0555555555555555,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.05555555555555555,0.05555555555555555,9,0.9996573009201931,Safety Concerns
Study_21,Site 1585,KOR,ASIA,25,0.0146666666666666,0.1833333333333333,0.0507627013844993,2,0.08,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.08,0.08,9,0.9994018203958309,Safety Concerns
Study_21,Site 1586,KOR,ASIA,19,0.0385964912280701,0.1833333333333333,0.0767898831868108,4,0.2105263157894736,4,0,4,4,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.21052631578947367,0.21052631578947367,9,0.9995632602278745,Safety Concerns
Study_21,Site 1587,KOR,ASIA,18,0.0333333333333333,0.2333333333333333,0.0773329952663334,3,0.1666666666666666,3,0,3,17,0,0,0,0,0,0,0,0,0,Low,0.733,True,0.16666666666666666,0.16666666666666666,9,0.9996233832426025,Safety Concerns
Study_21,Site 1588,KOR,ASIA,5,0.0366666666666666,0.1833333333333333,0.0819891591749922,1,0.2,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.2,0.2,9,0.9996768526722299,Safety Concerns
Study_21,Site 1589,KOR,ASIA,26,0.0231787143749809,0.22717125382263,0.0657777652051416,5,0.1923076923076923,2,1,3,2,0,1,0,0,56,0,1,0,0,Low,0.0,False,0.07692307692307693,0.11538461538461539,1,0.9269922780032236,Safety Concerns
Study_21,Site 159,NLD,EMEA,28,0.013095238095238,0.1833333333333333,0.0480819650953548,2,0.0714285714285714,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.07142857142857142,0.07142857142857142,9,0.9992742421716456,Safety Concerns
Study_21,Site 1590,KOR,ASIA,11,0.0333333333333333,0.1833333333333333,0.0741619848709566,2,0.1818181818181818,2,0,2,2,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.18181818181818182,0.18181818181818182,9,0.9996252401648337,Safety Concerns
Study_21,Site 1591,KOR,ASIA,16,0.0458333333333333,0.1833333333333333,0.0819891591749922,4,0.25,4,0,4,4,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.25,0.25,9,0.9996802048848958,Safety Concerns
Study_21,Site 1592,SWE,EMEA,26,0.0371794871794871,0.2333333333333333,0.0782173172510328,5,0.1923076923076923,5,0,5,6,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.19230769230769232,0.19230769230769232,9,0.9993524534882942,Safety Concerns
Study_21,Site 1593,SWE,EMEA,31,0.0081345565749235,0.1833333333333333,0.0347843207387141,2,0.064516129032258,1,1,2,1,0,0,0,0,0,0,1,0,0,Low,0.0,False,0.03225806451612903,0.06451612903225806,1,0.9630376740625823,Safety Concerns
Study_21,Site 1594,SWE,EMEA,25,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999308965734737,High Performers
Study_21,Site 1595,SWE,EMEA,25,0.0073333333333333,0.1833333333333333,0.0366666666666666,1,0.04,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.04,0.04,9,0.9995502458198167,Safety Concerns
Study_21,Site 1596,SWE,EMEA,13,0.0423076923076923,0.1833333333333333,0.0803969851031443,3,0.2307692307692307,3,0,3,3,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.23076923076923078,0.23076923076923078,9,0.9996683754731194,Safety Concerns
Study_21,Site 1597,SWE,EMEA,10,0.06,0.2333333333333333,0.0975628951934008,3,0.3,3,0,3,14,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3,0.3,9,0.99977454985187,Safety Concerns
Study_21,Site 1598,SWE,EMEA,16,0.0451498705057891,0.1833333333333333,0.0808035502672711,5,0.3125,3,1,4,3,0,1,0,0,2,0,0,0,0,Low,1.1,True,0.1875,0.25,1,0.7882936400553411,Safety Concerns
Study_21,Site 1599,SWE,EMEA,7,0.0261904761904761,0.1833333333333333,0.0692934867183583,1,0.1428571428571428,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.14285714285714285,0.14285714285714285,9,0.9996439882947552,Safety Concerns
Study_21,Site 16,SVK,EMEA,26,0.0282051282051282,0.1833333333333333,0.0674568554739053,4,0.1538461538461538,4,0,4,4,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.15384615384615385,0.15384615384615385,9,0.9992335573858393,Safety Concerns
Study_21,Site 160,NLD,EMEA,38,0.0671052631578947,0.2466666666666666,0.0906041485988487,15,0.3947368421052631,13,1,14,13,0,0,5,0,0,0,0,0,0,Medium,0.8,True,0.34210526315789475,0.3684210526315789,1,0.9431721187016078,Safety Concerns
Study_21,Site 1600,SWE,EMEA,51,0.0368570694578867,0.2333333333333333,0.0756767586971939,11,0.2156862745098039,9,1,10,10,0,1,0,0,22,0,0,0,0,Low,0.825,True,0.17647058823529413,0.19607843137254902,1,0.9986915511984698,Safety Concerns
Study_21,Site 1601,TWN,ASIA,15,0.0955555555555555,0.2333333333333333,0.1071763616044717,7,0.4666666666666667,7,0,7,11,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.4666666666666667,0.4666666666666667,9,0.9997608866255436,Safety Concerns
Study_21,Site 1602,TWN,ASIA,42,0.0435954565312363,0.22717125382263,0.0807553917475891,12,0.2857142857142857,9,1,10,9,0,0,0,0,0,0,10,0,0,Low,0.825,True,0.21428571428571427,0.23809523809523808,1,0.9918750027267066,Safety Concerns
Study_21,Site 1603,TWN,ASIA,15,0.048476741824091,0.1833333333333333,0.0832234246688404,5,0.3333333333333333,3,1,4,3,0,1,0,0,15,0,0,0,0,Medium,1.1,True,0.2,0.26666666666666666,1,0.7268305168126004,Safety Concerns
Study_21,Site 1604,TWN,ASIA,29,0.0063218390804597,0.1833333333333333,0.0340441453324595,1,0.0344827586206896,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.034482758620689655,0.034482758620689655,9,0.9994058405505734,Safety Concerns
Study_21,Site 1605,TWN,ASIA,27,0.0271604938271604,0.1833333333333333,0.066369232031345,4,0.1481481481481481,4,0,4,4,0,0,0,0,0,0,0,0,0,Low,1.1,True,0.14814814814814814,0.14814814814814814,9,0.9991658910337865,Safety Concerns
Study_21,Site 1606,TWN,ASIA,19,0.0868421052631579,0.1833333333333333,0.0940480156078058,9,0.4736842105263157,9,0,9,9,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.47368421052631576,0.47368421052631576,9,0.999973166261075,Safety Concerns
Study_21,Site 1607,TWN,ASIA,12,0.0611111111111111,0.1833333333333333,0.090267093384844,4,0.3333333333333333,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.3333333333333333,0.3333333333333333,9,0.9998432224913977,Safety Concerns
Study_21,Site 1608,THA,ASIA,21,0.1099206349206349,0.2916666666666667,0.1002642012530397,13,0.6190476190476191,12,0,12,12,1,0,0,0,0,0,0,0,0,Medium,0.963,True,0.5714285714285714,0.5714285714285714,9,0.9999905154435206,Safety Concerns
Study_21,Site 1609,THA,ASIA,22,0.0373484848484848,0.1833333333333333,0.0728858262959519,5,0.2272727272727272,4,1,5,4,0,0,1,0,0,0,0,0,0,Low,1.1,True,0.18181818181818182,0.22727272727272727,1,0.7351978008667643,Safety Concerns
Study_21,Site 161,PRT,EMEA,21,0.0634920634920635,0.2333333333333333,0.092589153375281,7,0.3333333333333333,7,0,7,8,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3333333333333333,0.3333333333333333,9,0.9998152242824452,Safety Concerns
Study_21,Site 1610,THA,ASIA,27,0.0611111111111111,0.1833333333333333,0.0880704845927979,9,0.3333333333333333,9,0,9,9,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3333333333333333,0.3333333333333333,9,0.9997931441494652,Safety Concerns
Study_21,Site 1611,THA,ASIA,43,0.0426356589147286,0.1833333333333333,0.0783681386355007,10,0.2325581395348837,10,0,10,10,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.23255813953488372,0.23255813953488372,9,0.9946082030997349,Safety Concerns
Study_21,Site 1612,THA,ASIA,22,0.0472727272727272,0.1833333333333333,0.0799115672844588,6,0.2727272727272727,5,1,6,5,0,1,0,0,0,0,0,0,0,Medium,0.825,True,0.22727272727272727,0.2727272727272727,1,0.7450533280848984,Safety Concerns
Study_21,Site 1613,THA,ASIA,28,0.0523809523809523,0.1833333333333333,0.0843413461418433,8,0.2857142857142857,8,0,8,8,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.2857142857142857,0.2857142857142857,9,0.9995980160956437,Safety Concerns
Study_21,Site 1614,THA,ASIA,8,0.075,0.2333333333333333,0.1046536236944567,3,0.375,3,0,3,4,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.375,0.375,9,0.9998311700603463,Safety Concerns
Study_21,Site 1615,TUR,EMEA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_21,Site 1616,TUR,EMEA,21,0.011068376068376,0.1833333333333333,0.0408958952634286,2,0.0952380952380952,1,1,2,1,0,0,0,0,0,0,0,0,2,Low,0.0,False,0.047619047619047616,0.09523809523809523,1,0.8182683291251717,Safety Concerns
Study_21,Site 1617,TUR,EMEA,12,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999950916454013,High Performers
Study_21,Site 1618,TUR,EMEA,3,0.1833333333333333,0.1833333333333333,0.0,3,1.0,3,0,3,3,0,0,0,0,0,0,0,0,0,High,0.0,False,1.0,1.0,2,0.999992204315972,Data Laggards
Study_21,Site 1619,TUR,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_21,Site 162,PRT,EMEA,114,0.0510852451641925,0.2333333333333333,0.0864791343417301,31,0.2719298245614035,30,0,30,38,0,0,0,0,0,0,0,0,1,Medium,0.95,True,0.2631578947368421,0.2631578947368421,1,0.7233180766625549,Safety Concerns
Study_21,Site 1620,TUR,EMEA,92,0.022463768115942,0.2333333333333333,0.0614951472026794,11,0.1195652173913043,11,0,11,12,0,0,0,0,0,0,0,0,0,Low,0.8,True,0.11956521739130435,0.11956521739130435,1,0.9914711148169718,Safety Concerns
Study_21,Site 1621,TUR,EMEA,30,0.0444444444444444,0.2333333333333333,0.0823892886936352,7,0.2333333333333333,7,0,7,8,0,0,0,0,0,0,0,0,0,Low,0.825,True,0.23333333333333334,0.23333333333333334,9,0.9991904013383581,Safety Concerns
Study_21,Site 1622,TUR,EMEA,23,0.0079710144927536,0.1833333333333333,0.0382276425771303,1,0.0434782608695652,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.043478260869565216,0.043478260869565216,9,0.9995947737101302,Safety Concerns
Study_21,Site 1623,TUR,EMEA,47,0.0292635024549918,0.2753846153846154,0.0718172169602825,9,0.1914893617021276,7,0,7,7,0,0,2,0,0,0,0,0,1,Low,0.825,True,0.14893617021276595,0.14893617021276595,9,0.9843021249611709,Safety Concerns
Study_21,Site 1624,TUR,EMEA,60,0.0198888888888888,0.1833333333333333,0.0562445784511495,7,0.1166666666666666,6,1,7,6,0,0,2,0,0,0,0,0,0,Low,0.825,True,0.1,0.11666666666666667,1,0.9993739414577104,Safety Concerns
Study_21,Site 1625,SRB,EMEA,39,0.0348266379162174,0.2916666666666667,0.0795154325087157,11,0.282051282051282,4,3,7,4,1,2,2,0,59,0,0,0,0,Low,1.1,True,0.10256410256410256,0.1794871794871795,1,0.9342546109053103,Safety Concerns
Study_21,Site 1626,SRB,EMEA,22,0.0583333333333333,0.1833333333333333,0.0874007373475126,7,0.3181818181818182,7,0,7,7,0,0,0,0,0,0,0,0,0,Medium,0.825,True,0.3181818181818182,0.3181818181818182,9,0.9997939761333696,Safety Concerns
