study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_21,Site 1023,USA,AMERICA,11,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.484757978351814e-24
Study_21,Site 1024,USA,AMERICA,35,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.214168052347212e-25
Study_21,Site 1025,USA,AMERICA,50,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1026,USA,AMERICA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999991642,8.358278082458412e-13
Study_21,Site 1027,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1028,USA,AMERICA,13,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1029,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1030,USA,AMERICA,11,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1031,USA,AMERICA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.47737041119042e-25
Study_21,Site 1032,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_21,Site 1033,USA,AMERICA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.772376882564145e-25
Study_21,Site 1034,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,0.9999999999999964,1.874945928064002e-15,1.1981291546501886e-25
Study_21,Site 1035,USA,AMERICA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.442025355496417e-19
Study_21,Site 1036,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.855789632476253e-24
Study_21,Site 1037,USA,AMERICA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.944477427785372e-23
Study_21,Site 1038,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1039,USA,AMERICA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.052482828829391e-21
Study_21,Site 1040,USA,AMERICA,22,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1041,USA,AMERICA,38,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1042,USA,AMERICA,62,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1043,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.485730415182861e-25
Study_21,Site 1044,USA,AMERICA,26,Low,0,Cluster_0_Low_Risk,0.9999999999999041,9.706439482329238e-14,1.167671946339522e-24
Study_21,Site 1045,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.282792607605057e-25
Study_21,Site 1046,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.491126875077952e-25
Study_21,Site 1047,USA,AMERICA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.362148873905205e-22
Study_21,Site 1048,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1049,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3735115850098941e-24
Study_21,Site 1050,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.901390166912746e-25
Study_21,Site 1051,USA,AMERICA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.879548768777773e-23
Study_21,Site 1052,USA,AMERICA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.738811867813053e-21
Study_21,Site 1053,USA,AMERICA,25,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1054,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_21,Site 1055,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.459029733209911e-25
Study_21,Site 1056,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1057,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_21,Site 1058,USA,AMERICA,37,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.14724770306187e-25
Study_21,Site 1059,USA,AMERICA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1060,USA,AMERICA,33,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1061,USA,AMERICA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.16896626724572e-23
Study_21,Site 1062,USA,AMERICA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.582280920486596e-25
Study_21,Site 1063,USA,AMERICA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.4823560604307893e-24
Study_21,Site 1064,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5663434517664408e-21
Study_21,Site 1065,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1066,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.5567433436640649e-22
Study_21,Site 1067,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,0.9904231310523266,0.009576868947641093,3.224404252068205e-14
Study_21,Site 1068,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.958638968009657e-25
Study_21,Site 1069,USA,AMERICA,29,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1070,USA,AMERICA,20,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1071,USA,AMERICA,6,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1072,USA,AMERICA,33,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5591614270623374e-22
Study_21,Site 1073,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0889830972857987e-24
Study_21,Site 1074,USA,AMERICA,18,Low,2,Cluster_2_High_Risk_Elevated_DQI,8.641495572834675e-223,0.0,1.0
Study_21,Site 1075,USA,AMERICA,15,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1076,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0889830972857987e-24
Study_21,Site 1077,USA,AMERICA,31,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.8290277868339e-25
Study_21,Site 1078,USA,AMERICA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999361227572974,6.387724270088918e-05
Study_21,Site 1079,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 108,IND,ASIA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999929,8.51603553075904e-15,7.117192780391081e-26
Study_21,Site 1080,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1081,USA,AMERICA,12,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1082,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.6404133140631036e-24
Study_21,Site 1083,USA,AMERICA,22,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1084,USA,AMERICA,29,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1085,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.2271139260469122e-22
Study_21,Site 1086,USA,AMERICA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.076554703562011e-25
Study_21,Site 1087,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.822612489196664e-15,5.830150706469918e-26
Study_21,Site 1088,USA,AMERICA,15,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1089,USA,AMERICA,25,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1090,USA,AMERICA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.162320365277078e-20
Study_21,Site 1091,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.204439298278799e-25
Study_21,Site 1092,USA,AMERICA,28,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1093,USA,AMERICA,7,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1094,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1086274199587484e-25
Study_21,Site 1095,USA,AMERICA,25,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.1497121363636488e-24
Study_21,Site 1096,USA,AMERICA,4,High,0,Cluster_0_Low_Risk,1.0,0.0,1.4709081468805936e-18
Study_21,Site 1097,USA,AMERICA,9,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1098,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.390301604746377e-22
Study_21,Site 1099,USA,AMERICA,9,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 11,FRA,EMEA,37,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5450724876950412e-23
Study_21,Site 1100,USA,AMERICA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.495042779250498e-25
Study_21,Site 1101,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1102,USA,AMERICA,13,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1103,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_21,Site 1104,USA,AMERICA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.6556961030192655e-24
Study_21,Site 1105,USA,AMERICA,23,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1106,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.376039086369056e-22
Study_21,Site 1107,USA,AMERICA,13,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1108,USA,AMERICA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.467073438291318e-25
Study_21,Site 1109,USA,AMERICA,13,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.913668672969618e-23
Study_21,Site 1110,USA,AMERICA,155,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1111,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7425203308929122e-22
Study_21,Site 1112,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.485730415182861e-25
Study_21,Site 1113,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1114,USA,AMERICA,34,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.185689214085585e-17
Study_21,Site 1115,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1116,USA,AMERICA,6,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.285304633934994e-24
Study_21,Site 1117,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1118,USA,AMERICA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.772376882564145e-25
Study_21,Site 1119,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.9620024630028337e-25
Study_21,Site 1120,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_21,Site 1121,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1122,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.07141912165501e-15,5.039484910839949e-26
Study_21,Site 1123,USA,AMERICA,13,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.7645881168824885e-23
Study_21,Site 1124,USA,AMERICA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.319759761060371e-25
Study_21,Site 1125,USA,AMERICA,22,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3289367983291608e-24
Study_21,Site 1126,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0889830972857987e-24
Study_21,Site 1127,USA,AMERICA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.614192725909145e-24
Study_21,Site 1128,USA,AMERICA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.058871339918267e-25
Study_21,Site 1129,USA,AMERICA,15,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 113,HRV,EMEA,61,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1130,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.491126875077952e-25
Study_21,Site 1131,USA,AMERICA,13,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1132,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1133,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.679245437299937e-25
Study_21,Site 1134,USA,AMERICA,25,Medium,2,Cluster_2_High_Risk_Elevated_DQI,1.796134915877847e-288,0.0,1.0
Study_21,Site 1135,USA,AMERICA,33,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.782672104781911e-25
Study_21,Site 1136,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.884010208774572e-25
Study_21,Site 1137,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.049647845520306e-25
Study_21,Site 1138,USA,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1139,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1140,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.215008575298478e-25
Study_21,Site 1141,USA,AMERICA,8,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1142,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.958638968009657e-25
Study_21,Site 1143,USA,AMERICA,6,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.285304633934994e-24
Study_21,Site 1144,USA,AMERICA,44,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.2897406098143076e-25
Study_21,Site 1145,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_21,Site 1146,USA,AMERICA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.9745363566315563e-22
Study_21,Site 1147,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.884010208774572e-25
Study_21,Site 1148,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1149,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.939959666426593e-24
Study_21,Site 1150,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1151,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1152,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1153,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.212387175457229e-24
Study_21,Site 1154,USA,AMERICA,15,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1155,USA,AMERICA,9,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.7317315342627431e-22
Study_21,Site 1156,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.476551945284715e-25
Study_21,Site 1157,USA,AMERICA,10,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1158,USA,AMERICA,5,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1159,USA,AMERICA,32,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1160,USA,AMERICA,13,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.913668672969618e-23
Study_21,Site 1161,USA,AMERICA,63,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1162,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.041006633355855e-24
Study_21,Site 1163,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.6116000788964038e-15,9.540086297095528e-26
Study_21,Site 1164,USA,AMERICA,12,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1165,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_21,Site 1166,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999739735731,0.0,2.602642700609576e-08
Study_21,Site 1167,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.822612489196664e-15,5.830150706469918e-26
Study_21,Site 1168,USA,AMERICA,3,Medium,2,Cluster_2_High_Risk_Elevated_DQI,8.832360604259052e-183,0.0,1.0
Study_21,Site 1169,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.491126875077952e-25
Study_21,Site 1170,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.9620024630028337e-25
Study_21,Site 1171,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.939959666426593e-24
Study_21,Site 1172,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.6934391257102303e-22
Study_21,Site 1173,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.939959666426593e-24
Study_21,Site 1174,USA,AMERICA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.337436615324537e-23
Study_21,Site 1175,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.476551945284715e-25
Study_21,Site 1176,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1177,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.9620024630028337e-25
Study_21,Site 1178,USA,AMERICA,8,Medium,2,Cluster_2_High_Risk_Elevated_DQI,2.8081685012011653e-46,0.0,1.0
Study_21,Site 1179,USA,AMERICA,1,High,0,Cluster_0_Low_Risk,0.999999999999023,0.0,9.77658851637656e-13
Study_21,Site 1180,USA,AMERICA,24,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1181,USA,AMERICA,17,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1182,USA,AMERICA,32,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1183,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.679245437299937e-25
Study_21,Site 1184,USA,AMERICA,10,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1185,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1186,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.590189773896629e-25
Study_21,Site 1187,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_21,Site 1188,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.214380258707123e-15,1.0827699234400148e-25
Study_21,Site 1189,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_21,Site 1190,USA,AMERICA,29,Low,2,Cluster_2_High_Risk_Elevated_DQI,9.028492269325813e-207,0.0,1.0
Study_21,Site 1191,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.2161357560495167e-23
Study_21,Site 1192,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.9620024630028337e-25
Study_21,Site 1193,USA,AMERICA,32,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.416984044576961e-25
Study_21,Site 1194,USA,AMERICA,47,Low,2,Cluster_2_High_Risk_Elevated_DQI,2.0595831241757207e-185,0.0,1.0
Study_21,Site 1195,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_21,Site 1196,USA,AMERICA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.814551442236139e-25
Study_21,Site 1197,USA,AMERICA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.035696523957988e-25
Study_21,Site 1198,USA,AMERICA,22,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1199,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.282792607605057e-25
Study_21,Site 1200,USA,AMERICA,38,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.729841722867993e-25
Study_21,Site 1201,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999999993321,6.676378680027248e-13,1.4245313577751289e-24
Study_21,Site 1202,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.359278442707851e-25
Study_21,Site 1203,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_21,Site 1204,USA,AMERICA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.840764105420251e-25
Study_21,Site 1205,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.4838132559453015e-15,3.4783919873135606e-26
Study_21,Site 1206,USA,AMERICA,32,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1207,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.828581797777403e-23
Study_21,Site 1208,USA,AMERICA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.6556961030192655e-24
Study_21,Site 1209,USA,AMERICA,20,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.045185172319736e-23
Study_21,Site 1210,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0889830972857987e-24
Study_21,Site 1211,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.855789632476253e-24
Study_21,Site 1212,USA,AMERICA,24,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1213,USA,AMERICA,21,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3952602606848316e-18
Study_21,Site 1214,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.9620024630028337e-25
Study_21,Site 1215,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.6081870292822603e-22
Study_21,Site 1216,USA,AMERICA,5,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1217,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5724393848550305e-22
Study_21,Site 1218,USA,AMERICA,34,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1219,USA,AMERICA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.2945764483361191e-24
Study_21,Site 1220,USA,AMERICA,32,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1221,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1086274199587484e-25
Study_21,Site 1222,USA,AMERICA,35,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.2236817265173747e-24
Study_21,Site 1223,USA,AMERICA,11,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.484757978351814e-24
Study_21,Site 1224,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1086274199587484e-25
Study_21,Site 1225,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1951744432542357e-24
Study_21,Site 1226,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_21,Site 1227,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.5600750476451177e-17
Study_21,Site 1228,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.459029733209911e-25
Study_21,Site 1229,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.491126875077952e-25
Study_21,Site 1230,USA,AMERICA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.1905991433210616e-23
Study_21,Site 1231,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.4838132559453015e-15,3.4783919873135606e-26
Study_21,Site 1232,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.679245437299937e-25
Study_21,Site 1233,USA,AMERICA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.3222237417444193e-22
Study_21,Site 1234,USA,AMERICA,40,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1235,USA,AMERICA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.614834515384379e-25
Study_21,Site 1236,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.397525640803344e-23
Study_21,Site 1237,USA,AMERICA,10,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_21,Site 1238,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
