study,site_id,country,region,subject_count,missing_visit_count,lab_issues_count,sae_total_count,sae_pending_count,missing_pages_count,uncoded_meddra_count,uncoded_whodd_count,inactivated_forms_count,edrr_open_issues
Study_16,Site 719,KOR,ASIA,2,0,0,0,0,3,0,0,31,0
Study_16,Site 720,KOR,ASIA,3,3,0,2,2,6,0,0,38,0
Study_16,Site 721,KOR,ASIA,3,1,0,0,0,5,0,0,33,0
Study_16,Site 722,KOR,ASIA,3,1,0,0,0,6,0,0,42,0
Study_16,Site 723,KOR,ASIA,10,0,0,11,9,6,0,0,207,0
Study_16,Site 724,KOR,ASIA,3,0,5,0,0,4,0,0,48,1
Study_16,Site 725,KOR,ASIA,11,24,0,0,0,10,0,0,154,2
Study_16,Site 726,KOR,ASIA,5,0,0,0,0,4,0,0,50,2
Study_16,Site 727,TWN,ASIA,5,2,0,0,0,5,0,0,116,6
Study_16,Site 728,TWN,ASIA,2,0,0,0,0,1,0,0,19,0
Study_16,Site 729,TWN,ASIA,5,0,0,0,0,26,0,2,14,4
Study_16,Site 730,TWN,ASIA,2,0,0,0,0,2,0,0,16,7
Study_16,Site 731,TWN,ASIA,4,0,0,0,0,7,0,7,32,6
Study_16,Site 732,TWN,ASIA,5,0,0,0,0,0,0,0,114,0
Study_16,Site 733,TWN,ASIA,5,0,0,0,0,4,0,1,37,14
Study_16,Site 734,CHN,ASIA,3,0,0,0,0,2,2,1,9,0
Study_16,Site 735,CHN,ASIA,6,7,0,0,0,8,0,0,70,0
Study_16,Site 736,CHN,ASIA,7,3,0,0,0,7,0,1,61,1
Study_16,Site 737,CHN,ASIA,7,0,0,2,0,10,0,1,31,6
Study_16,Site 738,CHN,ASIA,1,0,0,0,0,0,0,0,24,0
Study_16,Site 739,CHN,ASIA,2,0,0,0,0,1,0,0,38,0
Study_16,Site 740,CHN,ASIA,7,7,0,0,0,4,0,0,44,3
Study_16,Site 741,CHN,ASIA,2,2,0,0,0,8,0,0,8,4
Study_16,Site 742,CHN,ASIA,8,7,0,16,15,9,0,0,134,3
Study_16,Site 743,CHN,ASIA,5,0,0,0,0,3,0,1,58,2
Study_16,Site 744,CHN,ASIA,1,0,0,0,0,1,0,0,7,0
Study_16,Site 745,CHN,ASIA,7,7,0,33,0,7,0,0,45,10
Study_16,Site 746,CHN,ASIA,3,2,0,6,0,2,0,0,27,2
Study_16,Site 747,CHN,ASIA,4,0,0,0,0,20,0,0,30,0
Study_16,Site 748,CHN,ASIA,5,1,0,0,0,3,0,0,56,1
Study_16,Site 749,CHN,ASIA,1,0,0,0,0,1,0,0,9,4
Study_16,Site 750,CHN,ASIA,4,0,0,0,0,2,0,1,63,1
Study_16,Site 751,CHN,ASIA,2,1,0,0,0,5,0,0,28,0
Study_16,Site 752,CHN,ASIA,2,0,0,0,0,1,0,1,37,1
Study_16,Site 753,CHN,ASIA,4,0,0,4,2,3,0,0,43,2
Study_16,Site 754,CHN,ASIA,4,0,0,0,0,2,0,0,66,0
Study_16,Site 755,CHN,ASIA,2,1,0,0,0,1,0,0,35,0
Study_16,Site 756,CHN,ASIA,3,1,0,0,0,2,0,1,38,0
Study_16,Site 757,TUR,EMEA,11,0,0,12,4,12,0,0,142,64
Study_16,Site 758,TUR,EMEA,2,1,0,3,0,2,0,0,65,10
Study_16,Site 759,TUR,EMEA,1,0,41,6,2,1,0,0,4,8
Study_16,Site 760,TUR,EMEA,5,0,8,0,0,3,0,0,80,4
Study_16,Site 761,IND,ASIA,1,0,0,0,0,0,0,0,31,0
Study_16,Site 762,IND,ASIA,3,0,0,0,0,3,0,5,7,15
Study_16,Site 763,IND,ASIA,2,0,19,0,0,1,0,0,32,6
Study_16,Site 764,IND,ASIA,4,0,0,0,0,1,0,0,97,10
Study_16,Site 765,IND,ASIA,9,0,5,0,0,14,0,1,43,50
Study_16,Site 766,IND,ASIA,4,0,0,0,0,4,0,0,15,36
Study_16,Site 767,IND,ASIA,2,0,0,0,0,0,0,0,48,0
Study_16,Site 768,IND,ASIA,7,1,0,0,0,10,0,0,105,28
Study_16,Site 769,IND,ASIA,4,0,0,0,0,9,0,0,98,12
Study_16,Site 770,ISR,EMEA,2,0,0,0,0,1,0,0,42,0
Study_16,Site 771,ISR,EMEA,5,7,0,1,0,8,0,2,70,0
Study_16,Site 772,ISR,EMEA,2,7,0,0,0,1,0,0,44,1
Study_16,Site 773,ISR,EMEA,5,1,22,0,0,1,0,0,139,0
Study_16,Site 774,ISR,EMEA,3,0,0,0,0,3,0,0,73,1
Study_17,13,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_17,Site 14,CAN,AMERICA,2,0,7,44,0,17,0,1,56,0
Study_17,Site 15,CAN,AMERICA,2,1,4,0,0,92,0,0,44,0
Study_17,Site 16,CAN,AMERICA,2,0,14,18,0,4,0,0,42,0
Study_17,Site 177,USA,AMERICA,4,1,83,0,0,52,2,2,4,0
Study_17,Site 18,USA,AMERICA,2,0,0,0,0,0,0,0,2,0
Study_17,Site 19,USA,AMERICA,7,2,9,30,0,42,0,0,124,5
Study_17,Site 325,USA,AMERICA,2,0,80,0,0,59,1,17,2,0
Study_17,Site 327,USA,AMERICA,8,2,9,0,0,12,0,0,155,4
Study_17,Site 466,FRA,EMEA,4,2,32,0,0,36,0,0,89,4
Study_17,Site 469,ISR,EMEA,9,0,1,90,0,15,0,0,117,9
Study_17,Site 7,ESP,EMEA,2,0,7,10,0,29,0,0,30,0
Study_17,Site 775,ESP,EMEA,1,0,1,0,0,9,0,0,1,0
Study_17,Site 776,CHE,EMEA,3,0,6,7,0,12,0,0,10,0
Study_18,2,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_18,Site 2,USA,AMERICA,89,0,0,0,0,151,5,0,1,0
Study_18,Site 3,USA,AMERICA,124,0,0,0,0,30,7,0,3,0
Study_19,14,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_19,Site 109,AUS,ASIA,5,2,0,0,0,49,3,2,18,0
Study_19,Site 113,PRK,Unknown,4,1,13,0,0,13,3,2,45,0
Study_19,Site 155,TWN,ASIA,2,2,0,0,0,6,0,0,6,0
Study_19,Site 417,KOR,ASIA,3,2,0,0,0,64,1,0,13,0
Study_19,Site 467,AUS,ASIA,1,1,0,0,0,3,0,0,3,0
Study_19,Site 468,AUS,ASIA,6,0,0,0,0,45,0,5,51,0
Study_19,Site 493,ISR,EMEA,3,3,0,0,0,4,0,0,0,0
Study_19,Site 777,DEU,EMEA,3,0,0,0,0,30,0,0,0,0
Study_19,Site 778,ISR,EMEA,3,0,0,0,0,31,0,1,8,0
Study_19,Site 779,ISR,EMEA,1,1,0,0,0,4,0,0,1,0
Study_19,Site 780,SGP,ASIA,10,2,152,0,0,76,0,3,69,0
Study_19,Site 781,USA,AMERICA,1,0,0,0,0,5,0,0,3,0
Study_19,Site 782,USA,AMERICA,4,1,6,0,0,33,1,3,19,0
Study_19,Site 9,FRA,EMEA,2,0,0,0,0,28,0,1,3,0
Study_2,18,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_2,Site 2,CHN,ASIA,7,0,0,14,0,0,0,0,218,0
Study_2,Site 28,CHN,ASIA,2,0,0,0,0,0,0,0,49,0
Study_2,Site 29,CHN,ASIA,1,0,0,0,0,0,0,0,39,0
Study_2,Site 3,CHN,ASIA,6,0,27,17,0,0,0,0,154,0
Study_2,Site 30,CHN,ASIA,8,0,0,8,0,1,0,0,278,0
Study_2,Site 31,CHN,ASIA,3,0,0,14,0,1,0,0,69,0
Study_2,Site 32,CHN,ASIA,1,0,0,0,0,0,0,0,39,0
Study_2,Site 33,CHN,ASIA,11,0,10,61,0,8,0,5,398,0
Study_2,Site 34,CHN,ASIA,2,0,0,0,0,0,0,0,45,0
Study_2,Site 35,CHN,ASIA,2,0,0,4,0,0,0,0,60,0
Study_2,Site 36,CHN,ASIA,3,0,0,2,0,2,0,3,91,0
Study_2,Site 37,CHN,ASIA,2,0,0,0,0,0,0,0,10,0
Study_2,Site 38,CHN,ASIA,13,2,5,17,0,3,0,0,319,0
Study_2,Site 39,CHN,ASIA,2,0,0,0,0,0,0,0,12,0
Study_2,Site 4,CHN,ASIA,4,0,0,0,0,5,0,2,73,0
Study_2,Site 40,CHN,ASIA,5,0,0,2,0,3,0,0,140,0
Study_2,Site 41,CHN,ASIA,2,0,0,3,1,2,0,0,78,0
Study_2,Site 42,CHN,ASIA,5,0,0,11,0,4,0,0,132,1
Study_20,12,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_20,Site 124,NLD,EMEA,1,0,0,0,0,7,0,1,4,0
Study_20,Site 353,SGP,ASIA,5,0,0,0,0,28,14,0,20,0
Study_20,Site 417,KOR,ASIA,1,0,0,0,0,7,0,0,3,0
Study_20,Site 466,AUS,ASIA,2,0,8,0,0,6,0,0,11,0
Study_20,Site 47,AUS,ASIA,1,0,0,0,0,3,2,0,3,0
Study_20,Site 575,USA,AMERICA,3,0,0,0,0,5,0,0,35,0
Study_20,Site 783,USA,AMERICA,2,0,42,0,0,10,0,0,7,0
Study_20,Site 784,USA,AMERICA,2,0,0,0,0,10,0,0,0,0
Study_20,Site 785,USA,AMERICA,1,0,0,0,0,3,0,0,3,0
Study_20,Site 8,CZE,EMEA,1,0,0,0,0,10,0,0,0,0
Study_20,Site 87,ITA,EMEA,1,0,32,0,0,10,0,0,4,0
Study_20,Site 9,FRA,EMEA,2,0,0,0,0,10,0,1,6,0
Study_21,1069,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1,IND,ASIA,88,0,0,2,2,0,0,0,0,0
Study_21,Site 1000,NOR,EMEA,3,0,0,3,2,0,0,0,0,0
Study_21,Site 1001,NOR,EMEA,13,0,0,3,3,0,0,0,0,0
Study_21,Site 1002,NOR,EMEA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1003,FIN,EMEA,38,0,0,21,20,0,0,0,0,0
Study_21,Site 1004,FIN,EMEA,17,0,0,0,0,0,0,0,6,0
Study_21,Site 1005,FIN,EMEA,20,0,0,7,2,0,0,0,0,0
Study_21,Site 1006,FIN,EMEA,12,0,0,5,2,0,0,0,0,0
Study_21,Site 1007,FIN,EMEA,21,0,0,4,4,0,0,0,0,0
Study_21,Site 1008,ISL,EMEA,42,2,0,13,6,1,0,0,0,0
Study_21,Site 1009,ISL,EMEA,31,0,0,0,0,0,0,0,0,0
Study_21,Site 101,SVK,EMEA,13,0,0,0,0,0,0,0,0,0
Study_21,Site 1010,GRC,EMEA,5,0,0,1,1,0,0,0,0,0
Study_21,Site 1011,GRC,EMEA,31,0,0,5,4,0,0,0,0,0
Study_21,Site 1012,GRC,EMEA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 1013,GRC,EMEA,26,0,0,0,0,0,0,0,0,0
Study_21,Site 1014,GRC,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1015,GRC,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1016,GRC,EMEA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1017,GRC,EMEA,5,0,0,2,1,0,0,0,0,0
Study_21,Site 1018,USA,AMERICA,9,0,0,0,0,0,0,0,0,0
Study_21,Site 1019,USA,AMERICA,4,0,0,2,2,0,0,0,0,0
Study_21,Site 102,SVK,EMEA,37,0,0,3,2,0,0,0,1,0
Study_21,Site 1020,USA,AMERICA,56,0,0,94,18,0,0,0,0,0
Study_21,Site 1021,USA,AMERICA,13,0,0,3,3,0,0,0,0,0
Study_21,Site 1022,USA,AMERICA,47,0,0,21,13,0,2,0,0,0
Study_21,Site 1023,USA,AMERICA,11,0,0,8,4,0,0,0,0,0
Study_21,Site 1024,USA,AMERICA,35,0,0,10,5,0,0,0,0,0
Study_21,Site 1025,USA,AMERICA,50,2,0,4,3,2,0,0,2,0
Study_21,Site 1026,USA,AMERICA,2,0,0,0,0,3,0,0,0,0
Study_21,Site 1027,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1028,USA,AMERICA,13,1,0,5,2,0,0,0,0,0
Study_21,Site 1029,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1030,USA,AMERICA,11,0,0,13,7,0,1,0,0,0
Study_21,Site 1031,USA,AMERICA,29,0,0,10,5,0,0,0,1,0
Study_21,Site 1032,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1033,USA,AMERICA,13,0,0,5,2,0,0,0,0,0
Study_21,Site 1034,USA,AMERICA,20,0,0,0,0,0,0,0,0,0
Study_21,Site 1035,USA,AMERICA,22,0,0,10,8,0,0,0,0,0
Study_21,Site 1036,USA,AMERICA,14,0,0,12,4,0,0,0,0,0
Study_21,Site 1037,USA,AMERICA,19,0,0,9,9,0,0,0,0,0
Study_21,Site 1038,USA,AMERICA,3,0,0,1,0,0,0,0,0,0
Study_21,Site 1039,USA,AMERICA,21,0,0,5,3,2,0,0,0,0
Study_21,Site 1040,USA,AMERICA,22,1,0,6,5,0,0,1,0,1
Study_21,Site 1041,USA,AMERICA,38,1,0,19,7,0,0,0,0,0
Study_21,Site 1042,USA,AMERICA,62,1,0,26,16,0,1,2,0,0
Study_21,Site 1043,USA,AMERICA,11,0,0,2,2,0,0,0,0,0
Study_21,Site 1044,USA,AMERICA,26,0,0,8,0,0,0,0,0,6
Study_21,Site 1045,USA,AMERICA,10,0,0,1,1,0,0,0,0,0
Study_21,Site 1046,USA,AMERICA,4,0,0,1,1,0,0,0,0,0
Study_21,Site 1047,USA,AMERICA,12,0,0,23,6,0,0,0,0,0
Study_21,Site 1048,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1049,USA,AMERICA,16,0,0,13,3,0,0,0,0,0
Study_21,Site 1050,USA,AMERICA,16,0,0,4,2,0,0,0,1,0
Study_21,Site 1051,USA,AMERICA,22,0,0,6,2,0,0,0,0,2
Study_21,Site 1052,USA,AMERICA,16,0,0,10,6,0,0,0,0,7
Study_21,Site 1053,USA,AMERICA,25,1,0,16,4,0,0,0,0,0
Study_21,Site 1054,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1055,USA,AMERICA,9,0,0,3,2,0,0,0,0,0
Study_21,Site 1056,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1057,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1058,USA,AMERICA,37,0,0,6,3,0,0,0,0,0
Study_21,Site 1059,USA,AMERICA,3,1,0,4,2,0,0,0,0,0
Study_21,Site 1060,USA,AMERICA,33,1,0,29,10,0,0,0,0,0
Study_21,Site 1061,USA,AMERICA,28,0,0,11,8,1,0,0,0,0
Study_21,Site 1062,USA,AMERICA,21,0,0,20,1,0,0,0,0,0
Study_21,Site 1063,USA,AMERICA,19,0,0,9,6,0,0,0,0,0
Study_21,Site 1064,USA,AMERICA,14,0,0,7,4,0,0,0,0,0
Study_21,Site 1065,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1066,USA,AMERICA,8,0,0,6,4,0,0,0,0,0
Study_21,Site 1067,USA,AMERICA,12,0,0,0,0,2,0,0,0,0
Study_21,Site 1068,USA,AMERICA,14,0,0,4,1,0,0,0,0,0
Study_21,Site 1069,USA,AMERICA,29,1,0,70,11,0,0,0,0,0
Study_21,Site 1070,USA,AMERICA,20,7,0,4,2,0,0,0,0,0
Study_21,Site 1071,USA,AMERICA,6,0,0,12,3,0,1,0,0,0
Study_21,Site 1072,USA,AMERICA,33,0,0,2,2,0,0,0,0,1
Study_21,Site 1073,USA,AMERICA,8,0,0,3,2,0,0,0,0,0
Study_21,Site 1074,USA,AMERICA,18,0,0,24,21,0,0,0,0,0
Study_21,Site 1075,USA,AMERICA,15,0,0,14,4,0,1,0,0,0
Study_21,Site 1076,USA,AMERICA,8,0,0,4,2,0,0,0,0,0
Study_21,Site 1077,USA,AMERICA,31,0,0,4,2,0,0,0,0,0
Study_21,Site 1078,USA,AMERICA,3,1,0,0,0,0,0,0,0,0
Study_21,Site 1079,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 108,IND,ASIA,8,0,0,0,0,0,0,0,1,0
Study_21,Site 1080,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1081,USA,AMERICA,12,1,0,9,4,0,0,0,0,0
Study_21,Site 1082,USA,AMERICA,7,0,0,10,2,0,0,0,0,0
Study_21,Site 1083,USA,AMERICA,22,1,0,1,1,0,0,0,0,0
Study_21,Site 1084,USA,AMERICA,29,1,0,2,2,3,0,0,0,0
Study_21,Site 1085,USA,AMERICA,8,0,0,3,2,0,0,0,0,0
Study_21,Site 1086,USA,AMERICA,19,0,0,3,3,0,0,0,0,0
Study_21,Site 1087,USA,AMERICA,11,0,0,0,0,0,0,0,0,0
Study_21,Site 1088,USA,AMERICA,15,0,0,12,6,0,1,0,0,0
Study_21,Site 1089,USA,AMERICA,25,2,0,5,3,4,0,0,0,0
Study_21,Site 1090,USA,AMERICA,25,0,0,9,5,1,0,2,0,0
Study_21,Site 1091,USA,AMERICA,20,0,0,2,2,0,0,0,0,0
Study_21,Site 1092,USA,AMERICA,28,1,0,25,19,0,0,0,0,0
Study_21,Site 1093,USA,AMERICA,7,1,0,2,1,2,0,0,0,0
Study_21,Site 1094,USA,AMERICA,9,0,0,3,1,0,0,0,0,0
Study_21,Site 1095,USA,AMERICA,25,0,0,10,8,0,0,0,0,0
Study_21,Site 1096,USA,AMERICA,4,0,0,10,3,0,0,0,0,0
Study_21,Site 1097,USA,AMERICA,9,0,0,4,3,0,4,0,0,0
Study_21,Site 1098,USA,AMERICA,11,0,0,1,1,0,0,0,0,1
Study_21,Site 1099,USA,AMERICA,9,0,0,50,48,1,0,0,0,0
Study_21,Site 11,FRA,EMEA,37,0,0,21,8,0,0,0,1,4
Study_21,Site 1100,USA,AMERICA,25,0,0,8,4,0,0,0,0,0
Study_21,Site 1101,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1102,USA,AMERICA,13,0,0,4,3,0,2,0,0,0
Study_21,Site 1103,USA,AMERICA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 1104,USA,AMERICA,19,0,0,12,7,0,0,0,0,0
Study_21,Site 1105,USA,AMERICA,23,1,0,5,4,0,0,0,0,0
Study_21,Site 1106,USA,AMERICA,4,0,0,7,2,0,0,0,0,0
Study_21,Site 1107,USA,AMERICA,13,1,0,2,1,0,0,0,0,1
Study_21,Site 1108,USA,AMERICA,15,0,0,4,2,0,0,0,0,0
Study_21,Site 1109,USA,AMERICA,13,0,0,6,6,0,0,0,0,0
Study_21,Site 1110,USA,AMERICA,155,3,0,57,37,1,0,1,0,0
Study_21,Site 1111,USA,AMERICA,11,0,0,1,1,0,0,1,0,0
Study_21,Site 1112,USA,AMERICA,11,0,0,6,2,0,0,0,0,0
Study_21,Site 1113,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1114,USA,AMERICA,34,0,0,61,19,0,0,0,0,1
Study_21,Site 1115,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1116,USA,AMERICA,6,0,0,5,2,0,0,0,0,0
Study_21,Site 1117,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1118,USA,AMERICA,13,0,0,2,2,0,0,0,0,0
Study_21,Site 1119,USA,AMERICA,8,0,0,2,1,0,0,0,0,0
Study_21,Site 1120,USA,AMERICA,7,0,0,0,0,0,0,0,0,0
Study_21,Site 1121,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1122,USA,AMERICA,10,0,0,0,0,0,0,0,0,0
Study_21,Site 1123,USA,AMERICA,13,0,0,13,6,0,0,0,0,0
Study_21,Site 1124,USA,AMERICA,17,0,0,10,2,0,0,0,0,0
Study_21,Site 1125,USA,AMERICA,22,0,0,8,6,0,0,0,0,0
Study_21,Site 1126,USA,AMERICA,8,0,0,6,2,0,0,0,0,0
Study_21,Site 1127,USA,AMERICA,17,0,0,21,7,0,0,0,0,0
Study_21,Site 1128,USA,AMERICA,25,0,0,2,2,0,0,0,0,0
Study_21,Site 1129,USA,AMERICA,15,0,0,7,6,0,1,1,0,0
Study_21,Site 113,HRV,EMEA,61,4,0,12,7,0,1,0,0,0
Study_21,Site 1130,USA,AMERICA,4,0,0,6,1,0,0,0,0,0
Study_21,Site 1131,USA,AMERICA,13,1,0,5,4,0,0,0,0,0
Study_21,Site 1132,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1133,USA,AMERICA,14,0,0,3,3,0,0,0,0,0
Study_21,Site 1134,USA,AMERICA,25,0,0,18,13,0,1,0,0,0
Study_21,Site 1135,USA,AMERICA,33,0,0,11,7,0,0,0,0,0
Study_21,Site 1136,USA,AMERICA,7,0,0,1,1,0,0,0,0,0
Study_21,Site 1137,USA,AMERICA,12,0,0,2,2,0,0,0,0,0
Study_21,Site 1138,USA,AMERICA,4,1,0,8,2,1,0,0,0,0
Study_21,Site 1139,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1140,USA,AMERICA,16,0,0,2,1,0,0,0,0,0
Study_21,Site 1141,USA,AMERICA,8,0,0,3,2,0,3,0,0,0
Study_21,Site 1142,USA,AMERICA,14,0,0,1,1,0,0,0,0,0
Study_21,Site 1143,USA,AMERICA,6,0,0,3,2,0,0,0,0,0
Study_21,Site 1144,USA,AMERICA,44,0,0,5,5,0,0,0,2,0
Study_21,Site 1145,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1146,USA,AMERICA,17,0,0,5,4,0,0,3,1,0
Study_21,Site 1147,USA,AMERICA,7,0,0,5,1,0,0,0,0,0
Study_21,Site 1148,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1149,USA,AMERICA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1150,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1151,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1152,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1153,USA,AMERICA,18,0,0,9,5,0,0,0,0,0
Study_21,Site 1154,USA,AMERICA,15,0,0,7,7,0,1,0,0,0
Study_21,Site 1155,USA,AMERICA,9,0,0,4,3,0,0,0,0,1
Study_21,Site 1156,USA,AMERICA,5,0,0,1,1,0,0,0,0,0
Study_21,Site 1157,USA,AMERICA,10,0,0,2,2,0,1,0,0,0
Study_21,Site 1158,USA,AMERICA,5,0,0,9,8,0,0,0,0,0
Study_21,Site 1159,USA,AMERICA,32,1,0,30,15,0,0,0,0,0
Study_21,Site 1160,USA,AMERICA,13,0,0,10,6,0,0,0,0,0
Study_21,Site 1161,USA,AMERICA,63,1,0,34,21,2,2,0,0,0
Study_21,Site 1162,USA,AMERICA,14,0,0,12,5,0,0,0,0,0
Study_21,Site 1163,USA,AMERICA,16,0,0,0,0,0,0,0,0,0
Study_21,Site 1164,USA,AMERICA,12,1,0,6,2,0,0,0,0,0
Study_21,Site 1165,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1166,USA,AMERICA,7,0,0,11,3,0,0,0,0,0
Study_21,Site 1167,USA,AMERICA,11,0,0,0,0,0,0,0,0,0
Study_21,Site 1168,USA,AMERICA,3,0,0,3,1,2,0,0,0,0
Study_21,Site 1169,USA,AMERICA,4,0,0,4,1,0,0,0,0,0
Study_21,Site 1170,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1171,USA,AMERICA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1172,USA,AMERICA,4,0,0,24,1,0,0,1,0,0
Study_21,Site 1173,USA,AMERICA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1174,USA,AMERICA,10,0,0,12,4,0,0,0,0,0
Study_21,Site 1175,USA,AMERICA,5,0,0,1,1,0,0,0,0,0
Study_21,Site 1176,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1177,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1178,USA,AMERICA,8,0,0,3,3,3,0,0,1,1
Study_21,Site 1179,USA,AMERICA,1,0,0,1,1,0,0,0,0,0
Study_21,Site 1180,USA,AMERICA,24,1,0,69,52,0,0,4,0,0
Study_21,Site 1181,USA,AMERICA,17,2,0,21,19,0,0,0,2,0
Study_21,Site 1182,USA,AMERICA,32,1,0,7,4,2,0,0,0,0
Study_21,Site 1183,USA,AMERICA,14,0,0,4,3,0,0,0,0,0
Study_21,Site 1184,USA,AMERICA,10,0,0,3,3,0,1,0,0,0
Study_21,Site 1185,USA,AMERICA,2,0,0,1,0,0,0,0,0,0
Study_21,Site 1186,USA,AMERICA,14,0,0,5,2,0,0,0,0,0
Study_21,Site 1187,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1188,USA,AMERICA,18,0,0,0,0,0,0,0,0,0
Study_21,Site 1189,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1190,USA,AMERICA,29,0,0,13,8,0,1,0,0,0
Study_21,Site 1191,USA,AMERICA,14,0,0,12,6,0,0,0,0,0
Study_21,Site 1192,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1193,USA,AMERICA,32,0,0,10,4,0,0,0,0,0
Study_21,Site 1194,USA,AMERICA,47,0,0,52,49,0,0,0,1,0
Study_21,Site 1195,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1196,USA,AMERICA,23,0,0,7,5,0,0,0,0,0
Study_21,Site 1197,USA,AMERICA,30,0,0,6,5,0,0,0,0,0
Study_21,Site 1198,USA,AMERICA,22,1,0,11,5,0,0,0,0,0
Study_21,Site 1199,USA,AMERICA,10,0,0,1,1,0,0,0,0,0
Study_21,Site 1200,USA,AMERICA,38,0,0,15,9,0,0,0,0,0
Study_21,Site 1201,USA,AMERICA,7,0,0,0,0,0,0,0,0,2
Study_21,Site 1202,USA,AMERICA,20,0,0,4,4,0,0,0,0,0
Study_21,Site 1203,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1204,USA,AMERICA,27,0,0,5,5,0,0,0,0,0
Study_21,Site 1205,USA,AMERICA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 1206,USA,AMERICA,32,4,0,2,2,0,0,0,0,0
Study_21,Site 1207,USA,AMERICA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 1208,USA,AMERICA,19,0,0,14,7,0,0,0,0,0
Study_21,Site 1209,USA,AMERICA,20,0,0,9,5,0,0,1,0,0
Study_21,Site 1210,USA,AMERICA,8,0,0,14,2,0,0,0,0,0
Study_21,Site 1211,USA,AMERICA,14,0,0,29,4,0,0,0,0,0
Study_21,Site 1212,USA,AMERICA,24,1,0,11,10,0,0,0,0,0
Study_21,Site 1213,USA,AMERICA,21,0,0,25,10,0,0,0,0,0
Study_21,Site 1214,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1215,USA,AMERICA,5,0,0,2,2,0,0,0,1,0
Study_21,Site 1216,USA,AMERICA,5,0,0,22,21,0,0,0,0,0
Study_21,Site 1217,USA,AMERICA,9,0,0,1,1,0,0,1,0,0
Study_21,Site 1218,USA,AMERICA,34,3,0,10,6,0,0,0,0,0
Study_21,Site 1219,USA,AMERICA,16,0,0,8,4,0,0,0,1,0
Study_21,Site 1220,USA,AMERICA,32,0,0,51,48,0,0,0,0,0
Study_21,Site 1221,USA,AMERICA,9,0,0,1,1,0,0,0,0,0
Study_21,Site 1222,USA,AMERICA,35,0,0,27,15,0,0,0,0,0
Study_21,Site 1223,USA,AMERICA,11,0,0,21,4,0,0,0,0,0
