study,site_id,anomaly_count,critical_count,high_count,medium_count,low_count,anomaly_types,type_diversity,anomaly_score,top_anomalies,is_anomaly
Study_6,Site 165,2,0,2,0,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Page Missing is 4.2σ above average (537 vs mean 24.3); Site has 55 missing items outstanding for 537+ days,True
Study_22,Site 2088,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Max Days Outstanding is 9.2σ above average (392 vs mean 11.0); Site has 16 missing items outstanding for 392+ days,True
Study_16,Site 637,6,2,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Max Days Outstanding is 6.6σ above average (285 vs mean 11.0); Edrr Open Issues is 13.5σ above average (65 vs mean 0.6),True
Study_22,Site 1706,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Max Days Outstanding is 5.3σ above average (230 vs mean 11.0); Site has 19 missing items outstanding for 230+ days,True
Study_22,Site 1699,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Missing Visit Count is 4.0σ above average (6 vs mean 0.5); Max Days Outstanding is 5.3σ above average (232 vs mean 11.0); Site has 20 missing items outstanding for 232+ days,True
Study_16,Site 653,2,1,0,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Edrr Open Issues is 9.1σ above average (44 vs mean 0.6); Inactivated Forms represents 91% of all issues (48/53),True
Study_24,Site 963,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Lab Issues Count is 7.6σ above average (444 vs mean 5.6); Site has 46 missing items outstanding for 242+ days; Lab Issues represents 91% of all issues (444/490),True
Study_24,Site 875,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Lab Issues Count is 11.5σ above average (667 vs mean 5.6); Site has 16 missing items outstanding for 221+ days; Lab Issues represents 98% of all issues (667/684),True
Study_22,Site 187,4,1,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Outstanding is 4.8σ above average (209 vs mean 11.0); Site has 19 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 18 missing items outstanding for 209+ days,True
Study_16,Site 611,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Page Missing is 5.8σ above average (725 vs mean 24.3); Site has 19 missing items outstanding for 725+ days; Inactivated Forms represents 90% of all issues (167/186),True
Study_11,Site 474,2,1,0,1,0,"STATISTICAL_OUTLIER, VELOCITY_ANOMALY",2,0.9,Max Days Page Missing is 7.9σ above average (987 vs mean 24.3); Site has 124.2 issues per subject (994 issues / 8 subjects),True
Study_21,Site 923,6,3,0,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 3.3σ above average (21 vs mean 1.9); Subject Count is 5.8σ above average (156 vs mean 16.9); High Risk Count is 5.2σ above average (20 vs mean 1.6),True
Study_21,Site 991,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 6.4σ above average (39 vs mean 1.9); Site has 39 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 98% of all issues (39/40),True
Study_15,Site 3,2,0,2,0,0,"PATTERN_ANOMALY, VELOCITY_ANOMALY",2,0.9,Site has 276 missing items outstanding for 266+ days; Site accounts for 58% of all Study_15 issues (646/1116),True
Study_22,Site 1935,2,0,2,0,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Outstanding is 4.4σ above average (192 vs mean 11.0); Site has 9 missing items outstanding for 192+ days,True
Study_22,Site 2063,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 5.9σ above average (36 vs mean 1.9); Site has 36 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 90% of all issues (36/40),True
Study_22,Site 1946,2,0,2,0,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Page Missing is 4.3σ above average (551 vs mean 24.3); Site has 10 missing items outstanding for 551+ days,True
Study_4,Site 211,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 9.0σ above average (54 vs mean 1.9); Site has 54 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 87% of all issues (54/62),True
Study_22,Site 2089,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 5.2σ above average (32 vs mean 1.9); Site has 32 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 97% of all issues (32/33),True
Study_21,Site 1510,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 7.3σ above average (44 vs mean 1.9); Site has 44 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 90% of all issues (44/49),True
Study_21,Site 1513,8,3,2,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 4.7σ above average (29 vs mean 1.9); Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Subject Count is 7.7σ above average (200 vs mean 16.9),True
Study_16,Site 622,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Max Days Page Missing is 6.7σ above average (832 vs mean 24.3); Site has 6 missing items outstanding for 832+ days; Inactivated Forms represents 93% of all issues (85/91),True
Study_21,Site 1630,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 4.9σ above average (30 vs mean 1.9); Site has 30 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 97% of all issues (30/31),True
Study_21,Site 911,5,2,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 4.2σ above average (26 vs mean 1.9); High Risk Count is 6.1σ above average (23 vs mean 1.6); Site has 26 pending SAE reviews but is classified as 'Medium' risk (should be High),True
Study_21,Site 814,3,1,1,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 4.4σ above average (27 vs mean 1.9); Site has 27 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 100% of all issues (27/27),True
Study_21,Site 1220,4,2,0,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 8.0σ above average (48 vs mean 1.9); Site has 48 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 100% of all issues (48/48),True
Study_21,Site 1370,5,2,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.9,Sae Pending Count is 4.5σ above average (28 vs mean 1.9); High Risk Count is 7.5σ above average (28 vs mean 1.6); Site has 28 pending SAE reviews but is classified as 'Medium' risk (should be High),True
Study_16,Site 610,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER, VELOCITY_ANOMALY",3,0.894,Max Days Page Missing is 5.6σ above average (706 vs mean 24.3); Site has 28 missing items outstanding for 706+ days; Inactivated Forms represents 82% of all issues (125/153),True
Study_16,Site 606,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER, VELOCITY_ANOMALY",3,0.894,Max Days Page Missing is 5.8σ above average (731 vs mean 24.3); Site has 19 missing items outstanding for 731+ days; Inactivated Forms represents 80% of all issues (74/93),True
Study_21,Site 1467,8,3,1,4,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.862,Sae Pending Count is 5.0σ above average (31 vs mean 1.9); Missing Visit Count is 4.0σ above average (6 vs mean 0.5); Subject Count is 3.5σ above average (101 vs mean 16.9),True
Study_21,Site 165,6,2,1,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.85,Sae Pending Count is 4.9σ above average (30 vs mean 1.9); Subject Count is 3.4σ above average (97 vs mean 16.9); High Risk Count is 5.2σ above average (20 vs mean 1.6),True
Study_21,Site 201,6,2,1,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.85,Sae Pending Count is 3.7σ above average (23 vs mean 1.9); Subject Count is 4.5σ above average (124 vs mean 16.9); High Risk Count is 6.1σ above average (23 vs mean 1.6),True
Study_21,Site 1627,6,2,1,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.85,Sae Pending Count is 3.3σ above average (21 vs mean 1.9); Subject Count is 7.7σ above average (200 vs mean 16.9); High Risk Count is 5.0σ above average (19 vs mean 1.6),True
Study_21,Site 330,5,2,0,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,Sae Pending Count is 5.6σ above average (34 vs mean 1.9); Subject Count is 3.5σ above average (100 vs mean 16.9); Site has 34 pending SAE reviews but is classified as 'Low' risk (should be High),True
Study_21,Site 1180,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,Sae Pending Count is 8.7σ above average (52 vs mean 1.9); High Risk Count is 4.1σ above average (16 vs mean 1.6); 67% of subjects (16/24) are high risk - systemic issue,True
Study_21,Site 1504,5,2,0,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,Sae Pending Count is 5.2σ above average (32 vs mean 1.9); High Risk Count is 3.8σ above average (15 vs mean 1.6); Site has 32 pending SAE reviews but is classified as 'Low' risk (should be High),True
Study_21,Site 1359,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,Sae Pending Count is 4.4σ above average (27 vs mean 1.9); High Risk Count is 4.1σ above average (16 vs mean 1.6); Site has 27 pending SAE reviews but is classified as 'Low' risk (should be High),True
"Study_21, Study_22, Study_23, Study_24, Study_5",Site 259,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/5 studies: Study_24, Study_5",True
"Study_24, Study_25",Site 2188,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_24, Study_25",Site 2184,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_23, Study_24",Site 2161,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_24",Site 2030,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_24",Site 2015,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_24",Site 2013,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_1, Study_17, Study_21, Study_22, Study_5",Site 19,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 3/5 studies: Study_1, Study_17, Study_5",True
"Study_1, Study_21, Study_22, Study_7",Site 17,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/4 studies: Study_1, Study_7",True
"Study_22, Study_24",Site 1675,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
Study_21,Site 208,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
"Study_21, Study_24",Site 953,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_21, Study_24",Site 888,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_21, Study_24",Site 887,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_11, Study_22",Site 488,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_11,True
Study_1,Site 18,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Sae Pending Count is 4.0σ above average (25 vs mean 1.9); Site has 25 pending SAE reviews but is classified as 'Medium' risk (should be High); Inactivated Forms represents 87% of all issues (241/276),True
"Study_11, Study_21, Study_24, Study_25",Site 507,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/4 studies: Study_11, Study_24",True
"Study_11, Study_24, Study_25",Site 525,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/3 studies: Study_11, Study_24",True
"Study_1, Study_11, Study_22, Study_24, Study_25",Site 6,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/5 studies: Study_1, Study_24",True
"Study_19, Study_25",Site 778,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_19,True
"Study_21, Study_22",Site 834,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_21, Study_24",Site 880,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_21, Study_24",Site 883,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
Study_21,Site 357,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 37,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High); 43% of subjects (6/14) are high risk - systemic issue; Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 418,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 1695,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 8 missing items outstanding for 94+ days,True
Study_16,Site 741,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 10 missing items outstanding for 48+ days,True
Study_22,Site 1730,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 57+ days,True
Study_22,Site 1754,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 7 missing items outstanding for 61+ days,True
Study_22,Site 1762,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 missing items outstanding for 75+ days; Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 1774,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 196+ days,True
Study_22,Site 18,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 73+ days,True
Study_22,Site 1818,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 67+ days,True
Study_22,Site 1851,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 5 missing items outstanding for 262+ days,True
Study_22,Site 1866,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 8 missing items outstanding for 128+ days,True
Study_22,Site 188,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 7 missing items outstanding for 131+ days,True
Study_22,Site 19,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 49+ days,True
Study_22,Site 1925,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 13 missing items outstanding for 120+ days,True
Study_22,Site 1930,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 49+ days,True
Study_22,Site 1944,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 5 missing items outstanding for 45+ days,True
"Study_21, Study_24",Site 884,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
Study_21,Site 948,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 958,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 966,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 973,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_16,Site 747,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 20 missing items outstanding for 310+ days,True
Study_21,Site 984,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 986,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 989,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 997,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 999,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 1114,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 5 missing items outstanding for 92+ days,True
Study_22,Site 1116,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 76+ days,True
Study_22,Site 1172,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 9 missing items outstanding for 60+ days,True
Study_22,Site 1656,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 68+ days,True
Study_22,Site 1673,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 9 missing items outstanding for 51+ days,True
Study_22,Site 168,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 1945,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 13 missing items outstanding for 55+ days,True
Study_22,Site 1952,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 235+ days,True
Study_22,Site 1953,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 1956,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 9 missing items outstanding for 98+ days,True
Study_22,Site 1976,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 60+ days,True
Study_22,Site 1999,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 10 missing items outstanding for 297+ days,True
Study_22,Site 2035,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 11 missing items outstanding for 47+ days,True
Study_22,Site 2052,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 8 missing items outstanding for 100+ days,True
Study_22,Site 2080,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 124+ days,True
Study_22,Site 2108,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 103+ days,True
Study_16,Site 703,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 22 missing items outstanding for 72+ days,True
Study_16,Site 706,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 28 missing items outstanding for 182+ days,True
Study_16,Site 712,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 18 missing items outstanding for 79+ days,True
Study_22,Site 2112,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 8 missing items outstanding for 103+ days,True
Study_22,Site 318,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 7 missing items outstanding for 67+ days,True
Study_21,Site 947,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_19,Site 780,2,0,2,0,0,PATTERN_ANOMALY,1,0.825,Site has 78 missing items outstanding for 137+ days; 40% of subjects (4/10) are high risk - systemic issue,True
Study_17,Site 15,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 93 missing items outstanding for 79+ days,True
Study_17,Site 19,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 44 missing items outstanding for 77+ days,True
Study_17,Site 325,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 59 missing items outstanding for 73+ days,True
Study_17,Site 466,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 38 missing items outstanding for 157+ days,True
Study_17,Site 7,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 29 missing items outstanding for 184+ days,True
Study_17,Site 775,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 9 missing items outstanding for 53+ days,True
Study_17,Site 776,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 12 missing items outstanding for 245+ days,True
Study_19,Site 109,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 51 missing items outstanding for 113+ days,True
Study_19,Site 468,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 45 missing items outstanding for 122+ days,True
Study_21,Site 939,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 940,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 945,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_20,Site 353,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 28 missing items outstanding for 122+ days,True
Study_20,Site 466,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 78+ days,True
Study_21,Site 1008,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1024,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1031,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1035,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1037,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); 47% of subjects (9/19) are high risk - systemic issue; Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_16,Site 693,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,Max Days Page Missing is 5.0σ above average (627 vs mean 24.3),True
Study_21,Site 920,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 922,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 926,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 928,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 932,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 13 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 13 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 933,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 935,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 937,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1060,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_4,Site 241,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Sae Pending Count is 4.0σ above average (25 vs mean 1.9); Site has 25 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 100% of all issues (25/25),True
Study_21,Site 884,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 331,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 9 missing items outstanding for 46+ days,True
Study_21,Site 157,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Sae Pending Count is 4.4σ above average (27 vs mean 1.9); Site has 27 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 90% of all issues (27/30),True
Study_22,Site 345,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 47+ days,True
