anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 768,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 91% of all issues (105/116),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 769,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 92% of all issues (98/107),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 770,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 98% of all issues (42/43),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_16,Site 771,ISR,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 15 missing items outstanding for 174+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 771,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 82% of all issues (70/85),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_16,Site 772,ISR,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 8 missing items outstanding for 101+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 772,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 85% of all issues (44/52),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 773,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 85% of all issues (139/163),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_16,Site 774,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 96% of all issues (73/76),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 15,CAN,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 93 missing items outstanding for 79+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 19,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 44 missing items outstanding for 77+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 325,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 59 missing items outstanding for 73+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_17,Site 327,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 87% of all issues (155/178),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 466,FRA,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 38 missing items outstanding for 157+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 469,ISR,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 15 missing items outstanding for 50+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_17,Site 469,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 88% of all issues (117/133),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 7,ESP,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 29 missing items outstanding for 184+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 775,ESP,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 9 missing items outstanding for 53+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_17,Site 776,CHE,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 12 missing items outstanding for 245+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_18,Site 2,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 151 missing items outstanding for 678+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_18,Site 2,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 99% of all issues (151/152),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_18,Site 3,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 91% of all issues (30/33),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_19,Site 109,AUS,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 51 missing items outstanding for 113+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_19,Site 417,KOR,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 81% of all issues (64/79),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_19,Site 468,AUS,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 45 missing items outstanding for 122+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_19,Site 493,ISR,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 7 missing items outstanding for 256+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_19,Site 777,DEU,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 100% of all issues (30/30),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_19,Site 778,ISR,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 31 missing items outstanding for 50+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_19,Site 778,ISR,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 79% of all issues (31/39),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_19,Site 780,SGP,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 78 missing items outstanding for 137+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,MAJORITY_HIGH_RISK,site,Study_19,Site 780,SGP,ASIA,MAJORITY_HIGH_RISK,,,,,HIGH,40% of subjects (4/10) are high risk - systemic issue,Site-wide quality intervention needed - majority of subjects have issues
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_19,Site 9,FRA,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Missing Pages represents 90% of all issues (28/31),Focus intervention specifically on missing pages - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 2,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (218/218),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 28,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (49/49),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 29,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (39/39),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 3,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 85% of all issues (154/181),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 30,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (278/279),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 31,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 99% of all issues (69/70),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 32,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (39/39),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 33,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 96% of all issues (398/416),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 34,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (45/45),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 35,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 100% of all issues (60/60),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 36,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 98% of all issues (91/93),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_2,Site 38,CHN,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 5 missing items outstanding for 238+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 38,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 97% of all issues (319/329),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 4,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 94% of all issues (73/78),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 40,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 98% of all issues (140/143),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 41,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 96% of all issues (78/81),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_2,Site 42,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 97% of all issues (132/136),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_20,Site 353,SGP,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 28 missing items outstanding for 122+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_20,Site 466,AUS,ASIA,STALE_MISSING_DATA,,,,,HIGH,Site has 6 missing items outstanding for 78+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_20,Site 575,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,Inactivated Forms represents 88% of all issues (35/40),Focus intervention specifically on inactivated forms - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1001,NOR,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1003,FIN,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 20 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 1003,FIN,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (20/20),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1003,FIN,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 20 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1007,FIN,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1008,ISL,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1008,ISL,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,ZERO_ISSUES_HIGH_VOLUME,site,Study_21,Site 1009,ISL,EMEA,ZERO_ISSUES_HIGH_VOLUME,,,,,MEDIUM,Site has 31 subjects but zero DQI issues - verify data completeness,Verify all data sources are being captured for this site
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1011,GRC,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1020,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 18 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 1020,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (18/18),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1020,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 18 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1021,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1022,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 13 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1023,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1024,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1024,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1025,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1030,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1031,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1031,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1035,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1035,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1036,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1037,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,MAJORITY_HIGH_RISK,site,Study_21,Site 1037,USA,AMERICA,MAJORITY_HIGH_RISK,,,,,HIGH,47% of subjects (9/19) are high risk - systemic issue,Site-wide quality intervention needed - majority of subjects have issues
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1037,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1039,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1040,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1040,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1041,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1041,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1042,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 16 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 1042,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 94% of all issues (16/17),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1047,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,MAJORITY_HIGH_RISK,site,Study_21,Site 1047,USA,AMERICA,MAJORITY_HIGH_RISK,,,,,HIGH,50% of subjects (6/12) are high risk - systemic issue,Site-wide quality intervention needed - majority of subjects have issues
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1047,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1049,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1052,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1052,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1053,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1058,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1060,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1060,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1061,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1061,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1063,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1063,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1064,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1066,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1069,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1069,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1070,USA,AMERICA,STALE_MISSING_DATA,,,,,HIGH,Site has 7 missing items outstanding for 154+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1071,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1074,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 1074,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (21/21),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1074,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 21 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
